Issue key,Issue id,Parent id,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint
NCIS-490,688946,408306,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-491,688950,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-492,690254,,,,,,,,
NCIS-493,692651,,,,,,,,
NCIS-494,692988,,,,,,,,
NCIS-495,693052,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-496,693184,,,,,,,,
NCIS-497,693230,,,,,,,,
NCIS-498,693233,,,,,,,,
NCIS-499,697696,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-500,697713,,,,,,,,
NCIS-501,697714,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-502,697716,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-503,697727,,,,,,,,
NCIS-504,698175,,,,,,,,
NCIS-505,698196,,,,,,,,
NCIS-506,698223,,,,,,,,
NCIS-507,705686,,,,,,,,
NCIS-509,709784,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-510,709724,,,,,,,,
NCIS-511,709725,,,,,,,,
NCIS-512,710538,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-513,710644,,,,,,,,
NCIS-514,710772,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-515,710775,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-516,715481,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-517,715777,715481,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-518,715778,715481,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-519,715779,715481,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-520,715849,715481,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-521,716985,675116,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-522,717170,,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-523,721342,697714,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-524,721344,697714,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-525,721347,697696,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-526,721348,697696,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-527,723882,,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,,
NCIS-528,723887,,,,,,,,
NCIS-529,723888,,,,,,,,
NCIS-530,723911,,,,,,,,
NCIS-531,723745,697696,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-532,723746,697714,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-533,723994,717170,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-534,723995,717170,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-535,723997,717170,NCIS Sprint 15,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,
NCIS-536,723999,723882,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,,
NCIS-537,724222,,NCIS Sprint 16,NCIS Sprint 17,,,,,
NCIS-538,724223,,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,,
NCIS-539,724224,,NCIS Sprint 16,NCIS Sprint 17,,,,,
NCIS-540,724225,,NCIS Sprint 16,NCIS Sprint 17,,,,,
NCIS-541,724226,,NCIS Sprint 16,NCIS Sprint 17,,,,,
NCIS-542,725098,,NCIS Sprint 17,NCIS Blocked,,,,,
NCIS-543,725113,,,,,,,,
NCIS-544,725739,,NCIS Sprint 16,,,,,,
NCIS-545,726253,,NCIS Sprint 18,,,,,,
NCIS-546,727070,,,,,,,,
NCIS-547,727821,,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,,
NCIS-548,727910,723882,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,,
NCIS-550,729314,,NCIS Sprint 18,,,,,,
NCIS-551,730505,,NCIS Sprint 18,,,,,,
NCIS-552,730506,,,,,,,,
NCIS-553,730510,,,,,,,,
NCIS-554,730976,730505,NCIS Sprint 18,,,,,,
NCIS-555,730955,,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,,
NCIS-556,731765,730506,,,,,,,
NCIS-557,731767,730506,,,,,,,
NCIS-558,732060,730510,,,,,,,
NCIS-559,732875,730510,,,,,,,
NCIS-560,733583,,,,,,,,
NCIS-561,734789,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-562,734791,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-563,734569,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-564,734873,,NCIS Sprint 17,NCIS Blocked,,,,,
NCIS-565,734849,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-566,735113,723882,NCIS Sprint 16,NCIS Sprint 17,NCIS Sprint 18,,,,
NCIS-567,735700,730506,,,,,,,
NCIS-568,735701,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-569,735703,735701,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-570,736195,730510,,,,,,,
NCIS-571,736314,,,,,,,,
NCIS-572,736315,,NCIS Sprint 17,,,,,,
NCIS-573,736797,744564,NCIS Sprint 18,,,,,,
NCIS-574,736828,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-575,736832,736828,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-576,737914,,,,,,,,
NCIS-577,737915,,NCIS Sprint 17,,,,,,
NCIS-578,738915,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-579,738920,738915,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-580,739172,734873,NCIS Sprint 17,NCIS Blocked,,,,,
NCIS-581,740349,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-582,741449,,,,,,,,
NCIS-583,741601,,,,,,,,
NCIS-584,741604,,,,,,,,
NCIS-585,741608,,,,,,,,
NCIS-586,741609,,,,,,,,
NCIS-587,741610,,,,,,,,
NCIS-588,741611,,,,,,,,
NCIS-589,741612,,,,,,,,
NCIS-590,741613,,,,,,,,
NCIS-591,741614,,,,,,,,
NCIS-592,741615,,,,,,,,
NCIS-593,741616,,,,,,,,
NCIS-594,741618,,,,,,,,
NCIS-595,741620,,,,,,,,
NCIS-596,741621,,,,,,,,
NCIS-597,741622,,,,,,,,
NCIS-598,741624,,,,,,,,
NCIS-599,741625,,,,,,,,
NCIS-600,741627,,,,,,,,
NCIS-601,741630,,,,,,,,
NCIS-602,741631,,,,,,,,
NCIS-603,741632,,,,,,,,
NCIS-604,741633,,,,,,,,
NCIS-605,741634,,,,,,,,
NCIS-606,741642,,,,,,,,
NCIS-607,741644,,,,,,,,
NCIS-608,741645,,,,,,,,
NCIS-609,741647,,,,,,,,
NCIS-610,741648,,,,,,,,
NCIS-611,741650,,,,,,,,
NCIS-612,741652,,,,,,,,
NCIS-613,741654,,,,,,,,
NCIS-614,741656,,,,,,,,
NCIS-615,741658,,,,,,,,
NCIS-616,741659,,,,,,,,
NCIS-617,741663,,,,,,,,
NCIS-618,741665,,,,,,,,
NCIS-619,741666,,,,,,,,
NCIS-620,741668,,,,,,,,
NCIS-621,741770,,,,,,,,
NCIS-622,741772,,,,,,,,
NCIS-623,741775,,,,,,,,
NCIS-624,741776,,,,,,,,
NCIS-625,741778,,,,,,,,
NCIS-626,741779,,,,,,,,
NCIS-627,741780,,,,,,,,
NCIS-628,741782,,,,,,,,
NCIS-629,741783,,,,,,,,
NCIS-630,741785,,,,,,,,
NCIS-631,741787,,,,,,,,
NCIS-632,741788,,,,,,,,
NCIS-633,741789,,,,,,,,
NCIS-634,741790,,,,,,,,
NCIS-635,741791,,,,,,,,
NCIS-636,741792,,,,,,,,
NCIS-637,741793,,,,,,,,
NCIS-638,741794,,,,,,,,
NCIS-639,741795,,,,,,,,
NCIS-640,741796,,,,,,,,
NCIS-641,741798,,,,,,,,
NCIS-642,741799,,,,,,,,
NCIS-643,741801,,,,,,,,
NCIS-644,741803,,,,,,,,
NCIS-645,741804,,,,,,,,
NCIS-646,741805,,,,,,,,
NCIS-647,741806,730506,,,,,,,
NCIS-648,741807,,,,,,,,
NCIS-649,741808,730510,,,,,,,
NCIS-650,741810,,,,,,,,
NCIS-651,741811,,,,,,,,
NCIS-652,741812,,,,,,,,
NCIS-653,741813,,,,,,,,
NCIS-654,741814,,,,,,,,
NCIS-655,741815,,,,,,,,
NCIS-656,741816,,,,,,,,
NCIS-657,741817,,,,,,,,
NCIS-658,741818,,,,,,,,
NCIS-659,741819,,,,,,,,
NCIS-660,741821,,,,,,,,
NCIS-661,741822,,,,,,,,
NCIS-662,741823,,,,,,,,
NCIS-663,741824,,,,,,,,
NCIS-664,741825,,,,,,,,
NCIS-665,741827,,,,,,,,
NCIS-666,741828,,,,,,,,
NCIS-667,741830,,,,,,,,
NCIS-668,741832,,,,,,,,
NCIS-669,741569,,,,,,,,
NCIS-670,741835,,,,,,,,
NCIS-671,741836,,,,,,,,
NCIS-672,741837,,,,,,,,
NCIS-673,741838,,,,,,,,
NCIS-674,741839,,,,,,,,
NCIS-675,741870,,,,,,,,
NCIS-676,741840,,,,,,,,
NCIS-677,741841,,,,,,,,
NCIS-678,741842,,,,,,,,
NCIS-679,741843,,,,,,,,
NCIS-680,741844,,,,,,,,
NCIS-681,741845,,,,,,,,
NCIS-682,741846,,,,,,,,
NCIS-683,741847,,,,,,,,
NCIS-684,741848,,,,,,,,
NCIS-685,741849,,,,,,,,
NCIS-686,741850,,,,,,,,
NCIS-687,741851,,,,,,,,
NCIS-688,741852,,,,,,,,
NCIS-689,741853,,,,,,,,
NCIS-690,741873,,NCIS Sprint 17,,,,,,
NCIS-691,741859,,,,,,,,
NCIS-692,741861,,,,,,,,
NCIS-693,741862,,,,,,,,
NCIS-694,741863,,,,,,,,
NCIS-695,741864,,,,,,,,
NCIS-696,741865,,,,,,,,
NCIS-697,741866,,,,,,,,
NCIS-698,741867,,,,,,,,
NCIS-699,741868,,,,,,,,
NCIS-700,741869,,,,,,,,
NCIS-701,741970,,,,,,,,
NCIS-702,741971,,,,,,,,
NCIS-703,741972,,,,,,,,
NCIS-704,741973,,,,,,,,
NCIS-705,741974,,,,,,,,
NCIS-706,741975,,,,,,,,
NCIS-707,741976,,,,,,,,
NCIS-708,741978,,,,,,,,
NCIS-709,741882,,NCIS Sprint 17,,,,,,
NCIS-710,741885,,NCIS Sprint 17,,,,,,
NCIS-711,741996,,,,,,,,
NCIS-712,741997,,,,,,,,
NCIS-713,741999,,,,,,,,
NCIS-714,741888,,,,,,,,
NCIS-715,742001,,,,,,,,
NCIS-716,742002,,,,,,,,
NCIS-717,742003,,,,,,,,
NCIS-718,742004,,,,,,,,
NCIS-719,742005,,,,,,,,
NCIS-720,742007,,,,,,,,
NCIS-721,742008,,,,,,,,
NCIS-722,742009,,,,,,,,
NCIS-723,741899,,,,,,,,
NCIS-724,741901,,,,,,,,
NCIS-725,741902,,,,,,,,
NCIS-726,742019,,,,,,,,
NCIS-727,742020,,,,,,,,
NCIS-728,742021,,,,,,,,
NCIS-729,742022,,,,,,,,
NCIS-730,742023,,,,,,,,
NCIS-731,742024,,,,,,,,
NCIS-732,742026,,,,,,,,
NCIS-733,741903,,,,,,,,
NCIS-734,742028,,,,,,,,
NCIS-735,742029,,,,,,,,
NCIS-736,742030,,,,,,,,
NCIS-737,742032,,,,,,,,
NCIS-738,741905,,NCIS Sprint 17,,,,,,
NCIS-739,741908,,NCIS Sprint 17,,,,,,
NCIS-740,742351,,NCIS Sprint 17,,,,,,
NCIS-741,742355,,NCIS Sprint 17,,,,,,
NCIS-742,742362,,,,,,,,
NCIS-743,742602,,,,,,,,
NCIS-744,742680,,,,,,,,
NCIS-745,742667,,NCIS Sprint 18,,,,,,
NCIS-746,742881,742667,NCIS Sprint 18,,,,,,
NCIS-747,742884,,,,,,,,
NCIS-748,742900,,,,,,,,
NCIS-749,742941,,NCIS Sprint 18,,,,,,
NCIS-750,743341,740349,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-751,743342,740349,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-753,744326,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-754,744376,,NCIS Sprint 18,,,,,,
NCIS-755,744377,,,,,,,,
NCIS-756,744606,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-757,744564,,NCIS Sprint 18,,,,,,
NCIS-758,745222,,,,,,,,
NCIS-759,745028,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-760,745616,,NCIS Sprint 17,NCIS Sprint 18,,,,,
NCIS-761,745911,,NCIS Sprint 18,,,,,,
